# tree
# <items>	<t (ms)>	<sample error on t with 5 replicas>
1	1.000000	1.000000
2	1.200000	0.836660
4	1.000000	0.707107
8	1.000000	0.707107
16	2.400000	0.547723
32	4.000000	0.707107
64	8.200000	1.303840
128	24.600000	5.366563
256	55.600000	20.194059
512	99.200000	2.167948
1024	233.600000	37.799471
2048	392.200000	19.331322
4096	767.000000	16.477257
8192	1939.400000	189.391922
16384	4365.400000	445.903913
32768	9642.600000	1140.800947
65536	21731.000000	2351.653780
