3	10000	25740.200000	2520.447123
4	10000	26251.200000	1150.342427
8	10000	25577.400000	1082.926960
12	10000	25862.000000	1435.962917
16	10000	25838.800000	2556.259807
20	10000	26752.000000	1567.643614
24	10000	26341.000000	1755.988895
28	10000	26140.800000	1648.947755
32	10000	26221.200000	487.359929
64	10000	26376.000000	1554.971865
96	10000	25315.800000	1754.323003
128	10000	26937.200000	1279.622874
160	10000	26082.600000	1654.294200
192	10000	25296.200000	1396.812514
224	10000	26192.600000	2913.712203
256	10000	26065.200000	1261.016931
