3	100000	334253.400000	7923.291664
4	100000	315735.400000	6493.174593
8	100000	313733.000000	12146.022888
12	100000	312628.600000	7164.177434
16	100000	313109.200000	7566.830162
20	100000	313101.800000	9642.610523
24	100000	311920.000000	10524.687097
28	100000	315783.800000	16599.547455
32	100000	316097.800000	7874.401831
64	100000	315088.400000	11593.621190
96	100000	311433.800000	5228.927251
128	100000	309922.600000	12015.108293
160	100000	311247.600000	8711.808612
192	100000	315303.400000	9665.212455
224	100000	317085.800000	8621.633500
256	100000	315161.200000	12784.788802
